,genus_init,genus_gtdb,quality,genome_id
GCF_022760275.1,Streptomyces,Streptomyces_G,HQ,GCF_022760275.1
GCF_022807935.1,Streptomyces,Streptomyces_G,HQ,GCF_022807935.1
GCF_022808175.1,Streptomyces,Streptomyces_G,MQ,GCF_022808175.1
GCF_022809335.1,Streptomyces,Streptomyces_G,MQ,GCF_022809335.1
GCF_022815725.1,Streptomyces,Streptomyces_G,MQ,GCF_022815725.1
GCF_022827705.1,Streptomyces,Streptomyces_G,HQ,GCF_022827705.1
GCF_022846655.1,Streptomyces,Streptomyces_G,HQ,GCF_022846655.1
GCF_022846675.1,Streptomyces,Streptomyces_G,HQ,GCF_022846675.1
GCF_022869105.1,Streptomyces,Streptomyces_G,HQ,GCF_022869105.1
GCF_023072595.1,Streptomyces,Streptomyces_G,MQ,GCF_023072595.1
GCF_023072675.1,Streptomyces,Streptomyces_G,LQ,GCF_023072675.1
GCF_023072755.1,Streptomyces,Streptomyces_G,LQ,GCF_023072755.1
GCF_023096395.1,Streptomyces,Streptomyces_G,MQ,GCF_023096395.1
GCF_023155275.1,Streptomyces,Streptomyces_G,LQ,GCF_023155275.1
GCF_023168305.1,Streptomyces,Streptomyces_G,HQ,GCF_023168305.1
GCF_023168385.1,Streptomyces,Streptomyces_G,HQ,GCF_023168385.1
GCF_023184515.1,Streptomyces,Streptomyces_G,MQ,GCF_023184515.1
GCF_023210535.1,Streptomyces,Streptomyces_G,HQ,GCF_023210535.1
GCF_023218175.1,Streptomyces,Streptomyces_G,MQ,GCF_023218175.1
GCF_023273835.1,Streptomyces,Streptomyces_G,HQ,GCF_023273835.1
GCF_023277745.1,Streptomyces,Streptomyces_G,HQ,GCF_023277745.1
GCF_023277965.1,Streptomyces,Streptomyces_G,HQ,GCF_023277965.1
GCF_023330645.1,Streptomyces,Streptomyces_G,HQ,GCF_023330645.1
GCF_023370675.1,Streptomyces,Streptomyces_G,LQ,GCF_023370675.1
GCF_023376055.1,Streptomyces,Streptomyces_G,HQ,GCF_023376055.1
GCF_023498005.1,Streptomyces,Streptomyces_G,HQ,GCF_023498005.1
GCF_023501965.1,Streptomyces,Streptomyces_G,MQ,GCF_023501965.1
GCF_023502025.1,Streptomyces,Streptomyces_G,LQ,GCF_023502025.1
GCF_023502165.1,Streptomyces,Streptomyces_G,LQ,GCF_023502165.1
GCF_023515955.1,Streptomyces,Streptomyces_G,HQ,GCF_023515955.1
GCF_023516595.1,Streptomyces,Streptomyces_G,LQ,GCF_023516595.1
GCF_023516615.1,Streptomyces,Streptomyces_G,LQ,GCF_023516615.1
GCF_023534745.1,Streptomyces,Streptomyces_G,MQ,GCF_023534745.1
GCF_023534765.1,Streptomyces,Streptomyces_G,LQ,GCF_023534765.1
GCF_023544665.1,Streptomyces,Streptomyces_G,MQ,GCF_023544665.1
GCF_023544705.1,Streptomyces,Streptomyces_G,LQ,GCF_023544705.1
GCF_023554615.1,Streptomyces,Streptomyces_G,LQ,GCF_023554615.1
GCF_023614235.1,Streptomyces,Streptomyces_G,HQ,GCF_023614235.1
GCF_023614315.1,Streptomyces,Streptomyces_G,HQ,GCF_023614315.1
GCF_023630175.1,Streptomyces,Streptomyces_G,LQ,GCF_023630175.1
GCF_023630275.1,Streptomyces,Streptomyces_G,LQ,GCF_023630275.1
GCF_023667545.1,Streptomyces,Streptomyces_G,LQ,GCF_023667545.1
GCF_023669525.1,Streptomyces,Streptomyces_G,LQ,GCF_023669525.1
GCF_023669545.1,Streptomyces,Streptomyces_G,MQ,GCF_023669545.1
GCF_023669605.1,Streptomyces,Streptomyces_G,MQ,GCF_023669605.1
GCF_023701525.1,Streptomyces,Streptomyces_G,LQ,GCF_023701525.1
GCF_023701695.1,Streptomyces,Streptomyces_G,MQ,GCF_023701695.1
GCF_023701715.1,Streptomyces,Streptomyces_G,MQ,GCF_023701715.1
GCF_023701745.1,Streptomyces,Streptomyces_G,MQ,GCF_023701745.1
GCF_023702105.1,Streptomyces,Streptomyces_G,HQ,GCF_023702105.1
GCF_023702435.1,Streptomyces,Streptomyces_G,MQ,GCF_023702435.1
GCF_023702655.1,Streptomyces,Streptomyces_G,HQ,GCF_023702655.1
GCF_023703325.1,Streptomyces,Streptomyces_G,MQ,GCF_023703325.1
GCF_023713605.1,Streptomyces,Streptomyces_G,LQ,GCF_023713605.1
GCF_023716005.1,Streptomyces,Streptomyces_G,HQ,GCF_023716005.1
GCF_023717205.1,Streptomyces,Streptomyces_G,LQ,GCF_023717205.1
GCF_023717255.1,Streptomyces,Streptomyces_G,LQ,GCF_023717255.1
GCF_023805375.1,Streptomyces,Streptomyces_G,LQ,GCF_023805375.1
GCF_023838445.1,Streptomyces,Streptomyces_G,MQ,GCF_023838445.1
GCF_023887685.1,Streptomyces,Streptomyces_G,LQ,GCF_023887685.1
GCF_023923245.1,Streptomyces,Streptomyces_G,HQ,GCF_023923245.1
GCF_023930305.1,Streptomyces,Streptomyces_G,LQ,GCF_023930305.1
GCF_024105145.1,Streptomyces,Streptomyces_G,LQ,GCF_024105145.1
GCF_024105195.1,Streptomyces,Streptomyces_G,LQ,GCF_024105195.1
GCF_024105205.1,Streptomyces,Streptomyces_G,LQ,GCF_024105205.1
GCF_024105315.1,Streptomyces,Streptomyces_G,LQ,GCF_024105315.1
GCF_024105335.1,Streptomyces,Streptomyces_G,LQ,GCF_024105335.1
GCF_024107415.1,Streptomyces,Streptomyces_G,LQ,GCF_024107415.1
GCF_024107435.1,Streptomyces,Streptomyces_G,LQ,GCF_024107435.1
GCF_024107455.1,Streptomyces,Streptomyces_G,LQ,GCF_024107455.1
GCF_024107465.1,Streptomyces,Streptomyces_G,LQ,GCF_024107465.1
GCF_024107495.1,Streptomyces,Streptomyces_G,LQ,GCF_024107495.1
GCF_024107515.1,Streptomyces,Streptomyces_G,LQ,GCF_024107515.1
GCF_024138375.1,Streptomyces,Streptomyces_G,LQ,GCF_024138375.1
GCF_024172095.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_024172095.1
GCF_024213005.1,Streptomyces,Streptomyces_G,MQ,GCF_024213005.1
GCF_024213195.1,Streptomyces,Streptomyces_G,MQ,GCF_024213195.1
GCF_024213665.1,Streptomyces,Streptomyces_G,MQ,GCF_024213665.1
GCF_024218735.1,Streptomyces,Streptomyces_G,HQ,GCF_024218735.1
GCF_024223055.1,Streptomyces,Streptomyces_G,LQ,GCF_024223055.1
GCF_024295805.1,Streptomyces,Streptomyces_G,MQ,GCF_024295805.1
GCF_024297125.1,Streptomyces,Streptomyces_G,HQ,GCF_024297125.1
GCF_024298965.1,Streptomyces,Streptomyces_G,HQ,GCF_024298965.1
GCF_024349065.1,Streptomyces,Streptomyces_G,MQ,GCF_024349065.1
GCF_024349085.1,Streptomyces,Streptomyces_G,MQ,GCF_024349085.1
GCF_024349145.1,Streptomyces,Streptomyces_G,MQ,GCF_024349145.1
GCF_024349165.1,Streptomyces,Streptomyces_G,MQ,GCF_024349165.1
GCF_024349285.1,Streptomyces,Streptomyces_G,MQ,GCF_024349285.1
GCF_024349765.1,Streptomyces,Streptomyces_G,HQ,GCF_024349765.1
GCF_024365045.1,Streptomyces,Streptomyces_G,HQ,GCF_024365045.1
GCF_024380135.1,Streptomyces,Streptomyces_G,LQ,GCF_024380135.1
GCF_024435335.1,Streptomyces,Streptomyces_G,LQ,GCF_024435335.1
GCF_024435355.1,Streptomyces,Streptomyces_G,LQ,GCF_024435355.1
GCF_024436035.1,Streptomyces,Streptomyces_G,MQ,GCF_024436035.1
GCF_024436055.1,Streptomyces,Streptomyces_G,LQ,GCF_024436055.1
GCF_024442315.1,Streptomyces,Streptomyces_G,HQ,GCF_024442315.1
GCF_024442335.1,Streptomyces,Streptomyces_G,HQ,GCF_024442335.1
GCF_024448155.1,Streptomyces,Streptomyces_G,LQ,GCF_024448155.1
GCF_024448165.1,Streptomyces,Streptomyces_G,LQ,GCF_024448165.1
GCF_024448175.1,Streptomyces,Streptomyces_G,LQ,GCF_024448175.1
GCF_024497955.1,Streptomyces,Streptomyces_G,MQ,GCF_024497955.1
GCF_024499195.1,Streptomyces,Streptomyces_G,HQ,GCF_024499195.1
GCF_024505145.1,Streptomyces,Streptomyces_G,LQ,GCF_024505145.1
GCF_024505305.1,Streptomyces,Streptomyces_G,LQ,GCF_024505305.1
GCF_024508375.2,Streptomyces,Streptomyces_G,MQ,GCF_024508375.2
GCF_024519315.1,Streptomyces,Streptomyces_G,LQ,GCF_024519315.1
GCF_024519335.1,Streptomyces,Streptomyces_G,LQ,GCF_024519335.1
GCF_024519455.1,Streptomyces,Streptomyces_G,LQ,GCF_024519455.1
GCF_024539675.1,Streptomyces,Streptomyces_G,LQ,GCF_024539675.1
GCF_024584805.1,Streptomyces,Streptomyces_G,HQ,GCF_024584805.1
GCF_024586905.1,Streptomyces,Streptomyces_G,LQ,GCF_024586905.1
GCF_024592655.1,Streptomyces,Streptomyces_G,MQ,GCF_024592655.1
GCF_024600715.1,Streptomyces,Streptomyces_G,HQ,GCF_024600715.1
GCF_024611995.1,Streptomyces,Streptomyces_G,HQ,GCF_024611995.1
GCF_024612015.1,Streptomyces,Streptomyces_G,HQ,GCF_024612015.1
GCF_024612035.1,Streptomyces,Streptomyces_G,HQ,GCF_024612035.1
GCF_024648905.1,Streptomyces,Streptomyces_G,MQ,GCF_024648905.1
GCF_024666385.1,Streptomyces,Streptomyces_G,HQ,GCF_024666385.1
GCF_024701375.2,Streptomyces,Streptomyces_G,HQ,GCF_024701375.2
GCF_024721315.2,Streptomyces,Streptomyces_G,LQ,GCF_024721315.2
GCF_024721345.1,Streptomyces,Streptomyces_G,LQ,GCF_024721345.1
GCF_024742195.1,Streptomyces,Streptomyces_G,MQ,GCF_024742195.1
GCF_024752535.1,Streptomyces,Streptomyces_G,HQ,GCF_024752535.1
GCF_024753135.1,Streptomyces,Streptomyces_G,MQ,GCF_024753135.1
GCF_024756275.1,Streptomyces,Streptomyces_G,MQ,GCF_024756275.1
GCF_024761905.1,Streptomyces,Streptomyces_G,MQ,GCF_024761905.1
GCF_024927965.1,Streptomyces,Streptomyces_G,HQ,GCF_024927965.1
GCF_025153975.1,Streptomyces,Streptomyces_G,LQ,GCF_025153975.1
GCF_025163575.1,Streptomyces,Streptomyces_G,HQ,GCF_025163575.1
GCF_025165795.1,Streptomyces,Streptomyces_G,MQ,GCF_025165795.1
GCF_025195125.1,Streptomyces,Streptomyces_G,MQ,GCF_025195125.1
GCF_025231465.1,Streptomyces,Streptomyces_G,HQ,GCF_025231465.1
GCF_025252265.1,Streptomyces,Streptomyces_G,HQ,GCF_025252265.1
GCF_025271315.1,Streptomyces,Streptomyces_G,MQ,GCF_025271315.1
GCF_025290915.1,Streptomyces,Streptomyces_G,LQ,GCF_025290915.1
GCF_025398775.1,Streptomyces,Streptomyces_G,HQ,GCF_025398775.1
GCF_025399755.1,Streptomyces,Streptomyces_G,LQ,GCF_025399755.1
GCF_025399765.1,Streptomyces,Streptomyces_G,LQ,GCF_025399765.1
GCF_025399775.1,Streptomyces,Streptomyces_G,LQ,GCF_025399775.1
GCF_025399795.1,Streptomyces,Streptomyces_G,LQ,GCF_025399795.1
GCF_025399895.1,Streptomyces,Streptomyces_G,MQ,GCF_025399895.1
GCF_025402955.1,Streptomyces,Streptomyces_G,HQ,GCF_025402955.1
GCF_025427835.1,Streptomyces,Streptomyces_G,HQ,GCF_025427835.1
GCF_025517595.1,Streptomyces,Streptomyces_G,MQ,GCF_025517595.1
GCF_025568765.1,Streptomyces,Streptomyces_G,LQ,GCF_025568765.1
GCF_025630915.1,Streptomyces,Streptomyces_G,MQ,GCF_025630915.1
GCF_025642135.1,Streptomyces,Streptomyces_G,HQ,GCF_025642135.1
GCF_025642155.1,Streptomyces,Streptomyces_G,HQ,GCF_025642155.1
GCF_025642175.1,Streptomyces,Streptomyces_G,HQ,GCF_025642175.1
GCF_025643355.1,Streptomyces,Streptomyces_G,HQ,GCF_025643355.1
GCF_025655475.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_025655475.1
GCF_025656915.1,Streptomyces,Streptomyces_G,LQ,GCF_025656915.1
GCF_025665295.1,Streptomyces,Streptomyces_G,HQ,GCF_025665295.1
GCF_025716995.1,Streptomyces,Streptomyces_G,LQ,GCF_025716995.1
GCF_025854275.1,Streptomyces,Streptomyces_G,HQ,GCF_025854275.1
GCF_025908395.1,Streptomyces,Streptomyces_G,HQ,GCF_025908395.1
GCF_025909865.1,Streptomyces,Streptomyces_G,MQ,GCF_025909865.1
GCF_025957665.1,Streptomyces,Streptomyces_G,HQ,GCF_025957665.1
GCF_025964845.1,non-Streptomyces,Streptomyces_G,LQ,GCF_025964845.1
GCF_026008495.1,Streptomyces,Streptomyces_G,LQ,GCF_026008495.1
GCF_026126445.1,Streptomyces,Streptomyces_G,LQ,GCF_026126445.1
GCF_026153095.1,Streptomyces,Streptomyces_G,HQ,GCF_026153095.1
GCF_026153355.1,Streptomyces,Streptomyces_G,HQ,GCF_026153355.1
GCF_026162525.1,Streptomyces,Streptomyces_G,MQ,GCF_026162525.1
GCF_026167665.1,Streptomyces,Streptomyces_G,HQ,GCF_026167665.1
GCF_026168105.1,Streptomyces,Streptomyces_G,LQ,GCF_026168105.1
GCF_026183975.1,Streptomyces,Streptomyces_G,LQ,GCF_026183975.1
GCF_026184015.1,Streptomyces,Streptomyces_G,LQ,GCF_026184015.1
GCF_026191925.1,Streptomyces,Streptomyces_G,LQ,GCF_026191925.1
GCF_026210455.1,Streptomyces,Streptomyces_G,HQ,GCF_026210455.1
GCF_026229605.1,Streptomyces,Streptomyces_G,MQ,GCF_026229605.1
GCF_026239515.1,Streptomyces,Streptomyces_G,HQ,GCF_026239515.1
GCF_026239535.1,Streptomyces,Streptomyces_G,HQ,GCF_026239535.1
GCF_026242095.1,Streptomyces,Streptomyces_G,LQ,GCF_026242095.1
GCF_026262575.1,Streptomyces,Streptomyces_G,LQ,GCF_026262575.1
GCF_026274175.1,Streptomyces,Streptomyces_G,LQ,GCF_026274175.1
GCF_026275385.1,Streptomyces,Streptomyces_G,MQ,GCF_026275385.1
GCF_026339475.1,Streptomyces,Streptomyces_G,MQ,GCF_026339475.1
GCF_026339515.1,Streptomyces,Streptomyces_G,MQ,GCF_026339515.1
GCF_026339555.1,Streptomyces,Streptomyces_G,MQ,GCF_026339555.1
GCF_026339575.1,Streptomyces,Streptomyces_G,MQ,GCF_026339575.1
GCF_026339595.1,non-Streptomyces,Streptomyces_G,MQ,GCF_026339595.1
GCF_026339615.1,Streptomyces,Streptomyces_G,MQ,GCF_026339615.1
GCF_026339635.1,Streptomyces,Streptomyces_G,MQ,GCF_026339635.1
GCF_026339655.1,Streptomyces,Streptomyces_G,MQ,GCF_026339655.1
GCF_026339675.1,Streptomyces,Streptomyces_G,MQ,GCF_026339675.1
GCF_026339695.1,Streptomyces,Streptomyces_G,MQ,GCF_026339695.1
GCF_026339735.1,Streptomyces,Streptomyces_G,MQ,GCF_026339735.1
GCF_026339775.1,Streptomyces,Streptomyces_G,MQ,GCF_026339775.1
GCF_026339795.1,Streptomyces,Streptomyces_G,MQ,GCF_026339795.1
GCF_026339815.1,Streptomyces,Streptomyces_G,MQ,GCF_026339815.1
GCF_026339835.1,Streptomyces,Streptomyces_G,MQ,GCF_026339835.1
GCF_026339875.1,Streptomyces,Streptomyces_G,MQ,GCF_026339875.1
GCF_026339895.1,Streptomyces,Streptomyces_G,MQ,GCF_026339895.1
GCF_026339915.1,Streptomyces,Streptomyces_G,MQ,GCF_026339915.1
GCF_026339935.1,Streptomyces,Streptomyces_G,MQ,GCF_026339935.1
GCF_026339955.1,Streptomyces,Streptomyces_G,MQ,GCF_026339955.1
GCF_026339975.1,Streptomyces,Streptomyces_G,MQ,GCF_026339975.1
GCF_026339995.1,Streptomyces,Streptomyces_G,MQ,GCF_026339995.1
GCF_026340005.1,Streptomyces,Streptomyces_G,MQ,GCF_026340005.1
GCF_026340025.1,Streptomyces,Streptomyces_G,MQ,GCF_026340025.1
GCF_026340055.1,Streptomyces,Streptomyces_G,MQ,GCF_026340055.1
GCF_026340075.1,Streptomyces,Streptomyces_G,MQ,GCF_026340075.1
GCF_026340095.1,Streptomyces,Streptomyces_G,MQ,GCF_026340095.1
GCF_026340105.1,Streptomyces,Streptomyces_G,MQ,GCF_026340105.1
GCF_026340135.1,Streptomyces,Streptomyces_G,MQ,GCF_026340135.1
GCF_026340175.1,Streptomyces,Streptomyces_G,MQ,GCF_026340175.1
GCF_026340255.1,Streptomyces,Streptomyces_G,MQ,GCF_026340255.1
GCF_026340265.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_026340265.1
GCF_026340285.1,Streptomyces,Streptomyces_G,MQ,GCF_026340285.1
GCF_026340305.1,Streptomyces,Streptomyces_G,MQ,GCF_026340305.1
GCF_026340395.1,Streptomyces,Streptomyces_G,MQ,GCF_026340395.1
GCF_026340455.1,Streptomyces,Streptomyces_G,MQ,GCF_026340455.1
GCF_026340465.1,Streptomyces,Streptomyces_G,MQ,GCF_026340465.1
GCF_026340475.1,Streptomyces,Streptomyces_G,MQ,GCF_026340475.1
GCF_026340565.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_026340565.1
GCF_026340595.1,Streptomyces,Streptomyces_G,MQ,GCF_026340595.1
GCF_026340655.1,Streptomyces,Streptomyces_G,MQ,GCF_026340655.1
GCF_026340665.1,Streptomyces,Streptomyces_G,MQ,GCF_026340665.1
GCF_026340675.1,Streptomyces,Streptomyces_G,MQ,GCF_026340675.1
GCF_026340775.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_026340775.1
GCF_026340815.1,Streptomyces,Streptomyces_G,MQ,GCF_026340815.1
GCF_026340825.1,Streptomyces,Streptomyces_G,MQ,GCF_026340825.1
GCF_026340885.1,Streptomyces,Streptomyces_G,MQ,GCF_026340885.1
GCF_026340925.1,Streptomyces,Streptomyces_G,MQ,GCF_026340925.1
GCF_026340975.1,Streptomyces,Streptomyces_G,MQ,GCF_026340975.1
GCF_026341035.1,Streptomyces,Streptomyces_G,MQ,GCF_026341035.1
GCF_026341115.1,Streptomyces,Streptomyces_G,MQ,GCF_026341115.1
GCF_026341125.1,Streptomyces,Streptomyces_G,MQ,GCF_026341125.1
GCF_026341135.1,Streptomyces,Streptomyces_G,MQ,GCF_026341135.1
GCF_026341275.1,Streptomyces,Streptomyces_G,MQ,GCF_026341275.1
GCF_026341295.1,Streptomyces,Streptomyces_G,MQ,GCF_026341295.1
GCF_026341425.1,Streptomyces,Streptomyces_G,LQ,GCF_026341425.1
GCF_026341515.1,Streptomyces,Streptomyces_G,MQ,GCF_026341515.1
GCF_026341545.1,Streptomyces,Streptomyces_G,MQ,GCF_026341545.1
GCF_026341595.1,Streptomyces,Streptomyces_G,MQ,GCF_026341595.1
GCF_026341695.1,Streptomyces,Streptomyces_G,MQ,GCF_026341695.1
GCF_026341715.1,Streptomyces,Streptomyces_G,MQ,GCF_026341715.1
GCF_026341775.1,Streptomyces,Streptomyces_G,MQ,GCF_026341775.1
GCF_026341795.1,Streptomyces,Streptomyces_G,MQ,GCF_026341795.1
GCF_026341815.1,Streptomyces,Streptomyces_G,MQ,GCF_026341815.1
GCF_026341825.1,Streptomyces,Streptomyces_G,MQ,GCF_026341825.1
GCF_026341855.1,Streptomyces,Streptomyces_G,MQ,GCF_026341855.1
GCF_026341875.1,Streptomyces,Streptomyces_G,MQ,GCF_026341875.1
GCF_026341895.1,Streptomyces,Streptomyces_G,MQ,GCF_026341895.1
GCF_026341945.1,Streptomyces,Streptomyces_G,MQ,GCF_026341945.1
GCF_026341955.1,Streptomyces,Streptomyces_G,MQ,GCF_026341955.1
GCF_026341995.1,Streptomyces,Streptomyces_G,MQ,GCF_026341995.1
GCF_026342055.1,Streptomyces,Streptomyces_G,MQ,GCF_026342055.1
GCF_026342075.1,Streptomyces,Streptomyces_G,MQ,GCF_026342075.1
GCF_026342085.1,Streptomyces,Streptomyces_G,MQ,GCF_026342085.1
GCF_026342115.1,Streptomyces,Streptomyces_G,MQ,GCF_026342115.1
GCF_026342135.1,Streptomyces,Streptomyces_G,MQ,GCF_026342135.1
GCF_026342175.1,Streptomyces,Streptomyces_G,MQ,GCF_026342175.1
GCF_026342195.1,Streptomyces,Streptomyces_G,MQ,GCF_026342195.1
GCF_026342205.1,Streptomyces,Streptomyces_G,MQ,GCF_026342205.1
GCF_026342235.1,Streptomyces,Streptomyces_G,MQ,GCF_026342235.1
GCF_026342255.1,Streptomyces,Streptomyces_G,MQ,GCF_026342255.1
GCF_026342275.1,Streptomyces,Streptomyces_G,MQ,GCF_026342275.1
GCF_026342285.1,Streptomyces,Streptomyces_G,MQ,GCF_026342285.1
GCF_026342305.1,Streptomyces,Streptomyces_G,MQ,GCF_026342305.1
GCF_026342335.1,Streptomyces,Streptomyces_G,MQ,GCF_026342335.1
GCF_026342355.1,Streptomyces,Streptomyces_G,MQ,GCF_026342355.1
GCF_026342365.1,Streptomyces,Streptomyces_G,MQ,GCF_026342365.1
GCF_026342395.1,Streptomyces,Streptomyces_G,MQ,GCF_026342395.1
GCF_026342405.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_026342405.1
GCF_026342435.1,Streptomyces,Streptomyces_G,MQ,GCF_026342435.1
GCF_026342455.1,Streptomyces,Streptomyces_G,MQ,GCF_026342455.1
GCF_026342475.1,Streptomyces,Streptomyces_G,MQ,GCF_026342475.1
GCF_026342495.1,Streptomyces,Streptomyces_G,MQ,GCF_026342495.1
GCF_026342575.1,Streptomyces,Streptomyces_G,MQ,GCF_026342575.1
GCF_026342595.1,Streptomyces,Streptomyces_G,MQ,GCF_026342595.1
GCF_026342605.1,Streptomyces,Streptomyces_G,MQ,GCF_026342605.1
GCF_026342695.1,Streptomyces,Streptomyces_G,MQ,GCF_026342695.1
GCF_026342735.1,Streptomyces,Streptomyces_G,MQ,GCF_026342735.1
GCF_026342745.1,Streptomyces,Streptomyces_G,MQ,GCF_026342745.1
GCF_026342795.1,Streptomyces,Streptomyces_G,MQ,GCF_026342795.1
GCF_026342835.1,Streptomyces,Streptomyces_G,MQ,GCF_026342835.1
GCF_026342895.1,Streptomyces,Streptomyces_G,MQ,GCF_026342895.1
GCF_026342945.1,Streptomyces,Streptomyces_G,MQ,GCF_026342945.1
GCF_026342975.1,Streptomyces,Streptomyces_G,MQ,GCF_026342975.1
GCF_026343035.1,Streptomyces,Streptomyces_G,MQ,GCF_026343035.1
GCF_026343055.1,Streptomyces,Streptomyces_G,MQ,GCF_026343055.1
GCF_026343115.1,Streptomyces,Streptomyces_G,MQ,GCF_026343115.1
GCF_026343125.1,Streptomyces,Streptomyces_G,MQ,GCF_026343125.1
GCF_026343185.1,Streptomyces,Streptomyces_G,MQ,GCF_026343185.1
GCF_026343255.1,Streptomyces,Streptomyces_G,MQ,GCF_026343255.1
GCF_026343295.1,Streptomyces,Streptomyces_G,MQ,GCF_026343295.1
GCF_026343335.1,Streptomyces,Streptomyces_G,MQ,GCF_026343335.1
GCF_026343345.1,Streptomyces,Streptomyces_G,MQ,GCF_026343345.1
GCF_026343375.1,Streptomyces,Streptomyces_G,MQ,GCF_026343375.1
GCF_026343385.1,Streptomyces,Streptomyces_G,MQ,GCF_026343385.1
GCF_026343435.1,Streptomyces,Streptomyces_G,MQ,GCF_026343435.1
GCF_026343535.1,Streptomyces,Streptomyces_G,MQ,GCF_026343535.1
GCF_026343545.1,Streptomyces,Streptomyces_G,MQ,GCF_026343545.1
GCF_026343615.1,Streptomyces,Streptomyces_G,MQ,GCF_026343615.1
GCF_026343635.1,Streptomyces,Streptomyces_G,MQ,GCF_026343635.1
GCF_026343645.1,Streptomyces,Streptomyces_G,MQ,GCF_026343645.1
GCF_026343715.1,Streptomyces,Streptomyces_G,MQ,GCF_026343715.1
GCF_026343795.1,Streptomyces,Streptomyces_G,MQ,GCF_026343795.1
GCF_026344195.1,Streptomyces,Streptomyces_G,MQ,GCF_026344195.1
GCF_026420845.1,Streptomyces,Streptomyces_G,LQ,GCF_026420845.1
GCF_026427415.1,Streptomyces,Streptomyces_G,HQ,GCF_026427415.1
GCF_026622885.1,Streptomyces,Streptomyces_G,MQ,GCF_026622885.1
GCF_026626005.1,Streptomyces,Streptomyces_G,HQ,GCF_026626005.1
GCF_026627185.1,Streptomyces,Streptomyces_G,LQ,GCF_026627185.1
GCF_026627225.1,Streptomyces,Streptomyces_G,LQ,GCF_026627225.1
GCF_026627245.1,Streptomyces,Streptomyces_G,LQ,GCF_026627245.1
GCF_026627255.1,Streptomyces,Streptomyces_G,MQ,GCF_026627255.1
GCF_026627445.1,Streptomyces,Streptomyces_G,LQ,GCF_026627445.1
GCF_026627485.1,Streptomyces,Streptomyces_G,LQ,GCF_026627485.1
GCF_026627505.1,Streptomyces,Streptomyces_G,LQ,GCF_026627505.1
GCF_026635925.1,Streptomyces,Streptomyces_G,HQ,GCF_026635925.1
GCF_026636035.1,Streptomyces,Streptomyces_G,HQ,GCF_026636035.1
GCF_026642235.1,Streptomyces,Streptomyces_G,HQ,GCF_026642235.1
GCF_026651955.1,Streptomyces,Streptomyces_G,HQ,GCF_026651955.1
GCF_026672605.1,Streptomyces,Streptomyces_G,MQ,GCF_026672605.1
GCF_026800165.1,Streptomyces,Streptomyces_G,LQ,GCF_026800165.1
GCF_026802215.1,non-Streptomyces,non-Streptomyces_G,HQ,GCF_026802215.1
GCF_026810505.1,Streptomyces,Streptomyces_G,HQ,GCF_026810505.1
GCF_026898115.1,Streptomyces,Streptomyces_G,HQ,GCF_026898115.1
GCF_026913165.1,Streptomyces,Streptomyces_G,MQ,GCF_026913165.1
GCF_026965885.1,Streptomyces,non-Streptomyces_G,LQ,GCF_026965885.1
GCF_027107535.1,Streptomyces,Streptomyces_G,HQ,GCF_027107535.1
GCF_027157945.1,Streptomyces,Streptomyces_G,LQ,GCF_027157945.1
GCF_027158125.1,Streptomyces,Streptomyces_G,LQ,GCF_027158125.1
GCF_027158205.1,Streptomyces,Streptomyces_G,LQ,GCF_027158205.1
GCF_027270315.1,Streptomyces,Streptomyces_G,HQ,GCF_027270315.1
GCF_027270795.1,Streptomyces,Streptomyces_G,LQ,GCF_027270795.1
GCF_027270915.1,Streptomyces,Streptomyces_G,LQ,GCF_027270915.1
GCF_027270975.1,Streptomyces,Streptomyces_G,LQ,GCF_027270975.1
GCF_027460205.1,Streptomyces,Streptomyces_G,MQ,GCF_027460205.1
GCF_027460245.1,Streptomyces,Streptomyces_G,MQ,GCF_027460245.1
GCF_027460265.1,Streptomyces,Streptomyces_G,MQ,GCF_027460265.1
GCF_027497195.1,Streptomyces,Streptomyces_G,HQ,GCF_027497195.1
GCF_027497475.1,Streptomyces,Streptomyces_G,HQ,GCF_027497475.1
GCF_027497495.1,Streptomyces,Streptomyces_G,HQ,GCF_027497495.1
GCF_027533845.1,Streptomyces,Streptomyces_G,LQ,GCF_027533845.1
GCF_027570385.1,Streptomyces,Streptomyces_G,LQ,GCF_027570385.1
GCF_027625935.1,Streptomyces,Streptomyces_G,HQ,GCF_027625935.1
GCF_027626975.1,Streptomyces,Streptomyces_G,HQ,GCF_027626975.1
GCF_027627435.1,non-Streptomyces,non-Streptomyces_G,HQ,GCF_027627435.1
GCF_027920075.1,Streptomyces,Streptomyces_G,LQ,GCF_027920075.1
GCF_027921905.1,Streptomyces,Streptomyces_G,MQ,GCF_027921905.1
GCF_027925645.1,Streptomyces,Streptomyces_G,MQ,GCF_027925645.1
GCF_027925665.1,Streptomyces,Streptomyces_G,MQ,GCF_027925665.1
GCF_027942015.1,Streptomyces,Streptomyces_G,HQ,GCF_027942015.1
GCF_027947535.2,Streptomyces,Streptomyces_G,LQ,GCF_027947535.2
